,movie,year,imdb,metascore,votes,n_imdb
0,Gladiator,2000,8.5,67,1150864,80
1,Memento,2000,8.5,80,988101,80
2,Snatch,2000,8.3,55,691194,80
3,Requiem for a Dream,2000,8.3,68,670832,80
4,X-Men,2000,7.4,64,515194,70
5,Cast Away,2000,7.8,73,453270,70
6,American Psycho,2000,7.6,64,412160,70
7,Unbreakable,2000,7.3,62,302832,70
8,Meet the Parents,2000,7.0,73,285585,70
9,Mission: Impossible II,2000,6.1,59,278110,60
10,"O Brother, Where Art Thou?",2000,7.8,69,253312,70
11,Gone in Sixty Seconds,2000,6.5,35,239012,60
12,"Crouching Tiger, Hidden Dragon",2000,7.9,93,234509,70
13,The Patriot,2000,7.2,63,230090,70
14,Almost Famous,2000,7.9,90,228452,70
15,Pitch Black,2000,7.1,49,209558,70
16,Scary Movie,2000,6.2,48,207863,60
17,"Me, Myself & Irene",2000,6.6,49,203828,60
18,Final Destination,2000,6.7,36,203162,60
19,The Beach,2000,6.6,43,200797,60
20,Amores Perros,2000,8.1,83,200370,80
21,Traffic,2000,7.6,86,182350,70
22,Remember the Titans,2000,7.8,48,178850,70
23,What Women Want,2000,6.4,47,175170,60
24,How the Grinch Stole Christmas,2000,6.1,46,167514,60
25,Chocolat,2000,7.3,64,164047,70
26,Miss Congeniality,2000,6.2,43,160299,60
27,Charlie's Angels,2000,5.5,52,158588,50
28,Chicken Run,2000,7.0,88,157723,70
29,High Fidelity,2000,7.5,79,154957,70
30,Battle Royale,2000,7.7,81,154638,70
31,Erin Brockovich,2000,7.3,73,152348,70
32,The Emperor's New Groove,2000,7.3,70,151527,70
33,Road Trip,2000,6.5,55,144878,60
34,The Perfect Storm,2000,6.4,59,143446,60
35,"Dude, Where's My Car?",2000,5.5,30,125893,50
36,Hollow Man,2000,5.7,24,111699,50
37,Scream 3,2000,5.5,56,110033,50
38,Billy Elliot,2000,7.7,74,109797,70
39,Shanghai Noon,2000,6.6,77,107909,60
40,The 6th Day,2000,5.9,49,107793,50
41,What Lies Beneath,2000,6.6,51,107245,60
42,Pay It Forward,2000,7.2,40,104690,70
43,The Whole Nine Yards,2000,6.7,47,99549,60
44,In the Mood for Love,2000,8.1,85,98897,80
45,Coyote Ugly,2000,5.6,27,98432,50
46,Men of Honor,2000,7.2,56,98194,70
47,The Family Man,2000,6.7,42,94191,60
48,Frequency,2000,7.4,67,91655,70
49,Dançando no Escuro,2000,8.0,61,89763,80
50,Bedazzled,2000,6.0,49,88872,60
51,Little Nicky,2000,5.3,38,88639,50
52,The Cell,2000,6.3,40,87061,60
53,Bring It On,2000,6.0,52,78255,60
54,Finding Forrester,2000,7.3,62,77548,70
55,Malena,2000,7.5,54,76163,70
56,Big Momma's House,2000,5.1,33,73818,50
57,The Road to El Dorado,2000,6.9,51,71140,60
58,Battlefield Earth,2000,2.4,9,70916,20
59,U-571: A Batalha do Atlântico,2000,6.6,62,70738,60
60,Space Cowboys,2000,6.4,73,66362,60
61,Mission to Mars,2000,5.6,34,65578,50
62,Shaft,2000,5.9,50,63522,50
63,Romeo Must Die,2000,6.1,52,61728,60
64,Wonder Boys,2000,7.4,73,57724,70
65,The Gift,2000,6.7,62,57045,60
66,Titan A.E.,2000,6.6,48,55328,60
67,Vertical Limit,2000,5.9,48,53867,50
68,The Crimson Rivers,2000,6.9,49,52957,60
69,The Replacements,2000,6.5,30,52856,60
70,Proof of Life,2000,6.2,45,52057,60
71,Red Planet,2000,5.7,34,51366,50
72,Best in Show,2000,7.5,78,50064,70
73,The Legend of Bagger Vance,2000,6.7,47,49537,60
74,Thirteen Days,2000,7.3,67,49359,70
75,Sexy Beast,2000,7.3,79,48506,70
76,Quills,2000,7.3,70,48059,70
77,Keeping the Faith,2000,6.4,60,47170,60
78,Boiler Room,2000,7.0,63,45322,70
79,Dinosaur,2000,6.5,56,45131,60
80,Nine Queens,2000,7.9,80,44222,70
81,Nutty Professor II: The Klumps,2000,4.4,38,44098,40
82,Rules of Engagement,2000,6.4,45,40681,60
83,28 Days,2000,6.0,46,38886,60
84,The Kid,2000,6.1,45,37159,60
85,Shadow of the Vampire,2000,6.9,71,36825,60
86,Possuída,2000,6.8,70,36759,60
87,Tigerland,2000,7.0,55,35619,70
88,Reindeer Games,2000,5.7,37,34240,50
89,Small Time Crooks,2000,6.7,69,33905,60
90,Chopper - Memórias de um Criminoso,2000,7.2,65,33850,70
91,Book of Shadows: Blair Witch 2,2000,4.0,15,32734,40
92,Next Friday,2000,6.1,41,32202,60
93,A Enfermeira Betty,2000,6.2,69,31430,60
94,102 Dalmatians,2000,4.9,35,30278,40
95,Get Carter,2000,5.1,24,29885,50
96,Dracula 2000,2000,4.9,26,29574,40
97,Dungeons & Dragons,2000,3.7,14,29503,30
98,The Way of the Gun,2000,6.7,49,29494,60
99,Where the Heart Is,2000,6.8,30,29447,60
100,The Skulls,2000,5.6,24,28988,50
101,The Art of War,2000,5.7,30,26921,50
102,Vampire Hunter D: Bloodlust,2000,7.7,62,25763,70
103,You Can Count on Me,2000,7.6,85,25368,70
104,Pollock,2000,7.0,77,25047,70
105,Loser,2000,5.3,35,24633,50
106,The Watcher,2000,5.3,22,23799,50
107,Autumn in New York,2000,5.6,24,22543,50
108,Joint Security Area,2000,7.9,58,22419,70
109,Antes do Anoitecer,2000,7.3,85,22316,70
110,The Contender,2000,7.0,59,21623,70
111,Brother,2000,7.2,47,20157,70
112,Sob Suspeita,2000,6.5,43,20119,60
113,O Hotel de Um Milhão de Dólares,2000,5.9,25,19557,50
114,Deu a Louca nos Astros,2000,6.8,75,19248,60
115,Bem-Vindos,2000,7.5,84,18954,70
116,In July,2000,7.8,71,18812,70
117,Bounce,2000,5.7,52,18809,50
118,The Flintstones in Viva Rock Vegas,2000,3.6,27,18060,30
119,The Adventures of Rocky & Bullwinkle,2000,4.2,36,17945,40
120,My Dog Skip,2000,7.1,61,17931,70
121,Return to Me,2000,6.9,54,17906,60
122,Highlander: Endgame,2000,4.6,21,17873,40
123,The Yards,2000,6.4,58,17792,60
124,Center Stage,2000,6.7,52,17127,60
125,Flickering Lights,2000,7.7,47,16971,70
126,Dr. T & the Women,2000,4.6,64,16553,40
127,Saving Grace,2000,6.9,62,16462,60
128,Love & Basketball,2000,7.2,70,16141,70
129,Yi Yi,2000,8.1,93,15978,80
130,Supernova,2000,4.8,19,15917,40
131,Rape Me,2000,4.5,35,15634,40
132,The Tigger Movie,2000,6.3,53,15019,60
133,Canções do Segundo Andar,2000,7.7,76,14986,70
134,Boys and Girls,2000,5.4,29,14821,50
135,Lenda Urbana 2,2000,4.2,16,14371,40
136,The Dish,2000,7.2,74,13918,70
137,The Princess and the Warrior,2000,7.5,64,13562,70
138,Gossip,2000,5.9,31,13393,50
139,The Man Who Cried,2000,6.2,40,13349,60
140,Down to You,2000,4.9,13,13263,40
141,Bless the Child,2000,5.1,17,13019,50
142,Ready to Rumble,2000,5.3,23,12659,50
143,Drowning Mona,2000,5.6,25,12442,50
144,Cecil Bem Demente,2000,6.2,57,12273,60
145,All the Pretty Horses,2000,5.8,55,12186,50
146,Italiano Para Principiantes,2000,7.1,77,12040,70
147,Gangster No. 1,2000,6.8,60,11981,60
148,Animal Factory,2000,6.6,65,11620,60
149,The Ladies Man,2000,5.1,22,11516,50
150,A Ilha,2000,7.0,61,11285,70
151,Blood: The Last Vampire,2000,6.7,44,11049,60
152,Linhas Cruzadas,2000,4.8,33,11001,40
153,Anatomia,2000,6.1,33,10819,60
154,A Harmonia Werckmeister,2000,8.2,92,10584,80
155,Snow Day,2000,5.0,34,10333,50
156,Code Unknown,2000,7.2,74,10050,70
157,The Next Best Thing,2000,4.7,25,10031,40
158,Lost Souls,2000,4.8,16,9911,40
159,A Isca,2000,5.8,39,9808,50
160,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1435483,80
161,A Beautiful Mind,2001,8.2,72,733331,80
162,"Monsters, Inc.",2001,8.1,78,701557,80
163,Donnie Darko,2001,8.1,88,673229,80
164,Amélie,2001,8.3,69,625273,80
165,Harry Potter and the Sorcerer's Stone,2001,7.6,64,534844,70
166,Shrek,2001,7.9,84,533656,70
167,Spirited Away,2001,8.6,96,522116,80
168,Ocean's Eleven,2001,7.8,74,457828,70
169,Training Day,2001,7.7,69,343734,70
170,Black Hawk Down,2001,7.7,74,327552,70
171,The Fast and the Furious,2001,6.7,58,308981,60
172,The Others,2001,7.6,74,303310,70
173,Pearl Harbor,2001,6.1,44,284380,60
174,Mulholland Drive,2001,8.0,83,278628,80
175,The Mummy Returns,2001,6.3,48,274669,60
176,A.I. Artificial Intelligence,2001,7.1,65,266946,70
177,Jurassic Park III,2001,5.9,42,258172,50
178,Moulin Rouge: Amor em Vermelho,2001,7.6,66,245630,70
179,The Royal Tenenbaums,2001,7.6,76,237339,70
180,Hannibal,2001,6.8,57,229661,60
181,Vanilla Sky,2001,6.9,45,227450,60
182,Zoolander,2001,6.6,61,224110,60
183,American Pie 2,2001,6.4,43,219081,60
184,Blow,2001,7.6,52,217999,70
185,Enemy at the Gates,2001,7.6,53,215933,70
186,Bridget Jones's Diary,2001,6.7,66,197889,60
187,Planet of the Apes,2001,5.7,50,196915,50
188,Lara Croft: Tomb Raider,2001,5.8,33,179581,50
189,Rush Hour 2,2001,6.6,48,179032,60
190,Swordfish,2001,6.5,32,165910,60
191,K-PAX,2001,7.4,49,163623,70
192,Legally Blonde,2001,6.2,59,154962,60
193,A Knight's Tale,2001,6.9,56,152295,60
194,Jay and Silent Bob Strike Back,2001,6.9,51,137872,60
195,From Hell,2001,6.8,54,135994,60
196,Scary Movie 2,2001,5.3,29,133623,50
197,I Am Sam,2001,7.6,28,132752,70
198,Jogo de Espiões,2001,7.1,63,131656,70
199,Shallow Hal,2001,5.9,48,118314,50
200,The Princess Diaries,2001,6.3,52,110736,60
201,The Score,2001,6.8,71,110343,60
202,Evolution,2001,6.1,40,110165,60
203,Ghost World,2001,7.4,88,104664,70
204,Y Tu Mamá También,2001,7.7,88,102099,70
205,Rat Race,2001,6.4,52,100268,60
206,Olhos Famintos,2001,6.2,49,99641,60
207,Spy Kids,2001,5.5,71,95510,50
208,Serendipity,2001,6.9,52,95306,60
209,The Mexican,2001,6.1,43,94734,60
210,The Man Who Wasn't There,2001,7.6,73,94483,70
211,Behind Enemy Lines,2001,6.4,49,92967,60
212,Lagaan: Era uma Vez na Índia,2001,8.1,84,88369,80
213,Not Another Teen Movie,2001,5.7,32,87981,50
214,Super Troopers,2001,7.1,48,87973,70
215,Atlantis: The Lost Empire,2001,6.8,52,87533,60
216,Ali,2001,6.8,65,85834,60
217,The Experiment,2001,7.7,60,85414,70
218,The One,2001,5.9,25,83703,50
219,Sweet November,2001,6.7,27,77760,60
220,Monster's Ball,2001,7.1,69,76870,70
221,Final Fantasy: The Spirits Within,2001,6.4,49,76827,60
222,Kate & Leopold,2001,6.4,44,71857,60
223,Thir13en Ghosts,2001,5.6,30,71749,50
224,Gosford Park,2001,7.3,90,71234,70
225,Frailty,2001,7.3,64,68770,70
226,O Casamento dos Meus Sonhos,2001,5.3,33,68526,50
227,Along Came a Spider,2001,6.3,42,65975,60
228,Shaolin Soccer,2001,7.3,68,65664,70
229,The Last Castle,2001,6.9,43,62996,60
230,Bandits,2001,6.5,60,61088,60
231,Joy Ride,2001,6.6,75,58532,60
232,Brotherhood of the Wolf,2001,7.1,57,57033,70
233,O Beijo do Dragão,2001,6.6,58,56872,60
234,Waking Life,2001,7.8,82,55392,70
235,The Devil's Backbone,2001,7.5,78,55107,70
236,Save the Last Dance,2001,6.2,53,52661,60
237,The Animal,2001,4.8,43,52058,40
238,Cats & Dogs,2001,5.1,47,51275,50
239,America's Sweethearts,2001,5.7,44,51134,50
240,Original Sin,2001,6.0,33,49162,60
241,The Majestic,2001,6.9,27,48642,60
242,Session 9,2001,6.5,58,48477,60
243,How High,2001,6.3,29,48341,60
244,Wet Hot American Summer,2001,6.7,42,47993,60
245,The Pledge,2001,6.8,71,47957,60
246,Heartbreakers,2001,6.2,47,47638,60
247,Ichi - O Assassino,2001,7.1,55,47100,70
248,Ghosts of Mars,2001,4.9,35,46890,40
249,The Piano Teacher,2001,7.5,79,46823,70
250,Joe Dirt,2001,5.9,20,46089,50
251,15 Minutes,2001,6.1,34,45587,60
252,Formula 51,2001,6.3,23,45272,60
253,Don't Say a Word,2001,6.3,38,44469,60
254,Jason X,2001,4.4,25,44382,40
255,Freddy Got Fingered,2001,4.5,13,42711,40
256,Life as a House,2001,7.5,45,41175,70
257,Terra de Ninguém,2001,8.0,84,40991,80
258,3000 Miles to Graceland,2001,5.9,21,40881,50
259,Dr. Dolittle 2,2001,4.7,49,37922,40
260,Rock Star,2001,6.2,54,37753,60
261,Cowboy Bebop: The Movie,2001,7.9,61,37225,70
262,Driven,2001,4.6,29,36722,40
263,Saving Silverman,2001,5.9,22,35911,50
264,The Curse of the Jade Scorpion,2001,6.8,52,34964,60
265,In the Bedroom,2001,7.4,86,34721,70
266,Black Knight,2001,4.8,32,34364,40
267,The Believer,2001,7.2,75,33648,70
268,Hearts in Atlantis,2001,6.9,55,33231,60
269,Wasabi,2001,6.7,53,33146,60
270,Mean Machine,2001,6.5,45,32402,60
271,Sex and Lucia,2001,7.2,65,32236,70
272,Bully,2001,7.0,45,31688,70
273,Captain Corelli's Mandolin,2001,5.9,36,30407,50
274,The Shipping News,2001,6.8,47,30386,60
275,O Assalto,2001,6.5,66,30326,60
276,Exit Wounds,2001,5.5,39,29591,50
277,Hedwig and the Angry Inch,2001,7.8,85,28701,70
278,Osmosis Jones,2001,6.3,57,28577,60
279,The Glass House,2001,5.8,34,28280,50
280,Bubble Boy,2001,5.6,41,27805,50
281,Jimmy Neutron: Boy Genius,2001,6.0,65,27183,60
282,One Night at McCool's,2001,6.1,46,27093,60
283,Antitrust,2001,6.1,31,26971,60
284,The Tailor of Panama,2001,6.2,66,25797,60
285,Hardball,2001,6.4,48,25478,60
286,Riding in Cars with Boys,2001,6.5,43,24657,60
287,Birthday Girl,2001,6.1,51,22920,60
288,Domestic Disturbance,2001,5.5,29,22837,50
289,Crazy/Beautiful,2001,6.5,61,22651,60
290,Valentine,2001,4.8,18,22264,40
291,Buffalo Soldiers,2001,6.8,56,21864,60
292,Someone Like You...,2001,6.1,32,21760,60
293,Crocodilo Dundee em Hollywood,2001,4.8,37,21667,40
294,Um Casamento à Indiana,2001,7.4,77,21572,70
295,Impostor,2001,6.2,33,21314,60
296,Knockaround Guys,2001,6.1,30,20962,60
297,Olhar de Anjo,2001,5.6,39,20770,50
298,Glitter,2001,2.2,14,20427,20
299,O Céu pode Esperar,2001,5.4,32,20207,50
300,Josie e as Gatinhas,2001,5.4,47,20116,50
301,Enigma,2001,6.4,64,18904,60
302,Lost and Delirious,2001,7.0,53,18546,70
303,Metropolis,2001,7.3,75,18538,70
304,Millennium Actress,2001,7.9,70,18370,70
305,O,2001,6.2,53,18250,60
306,A Floresta de Lantana,2001,7.3,84,17429,70
307,Tape,2001,7.3,71,17243,70
308,Os Viajantes do Tempo,2001,5.8,38,16685,50
309,Get Over It,2001,5.8,52,16623,50
310,Human Nature,2001,6.4,56,16412,60
311,Tomcats,2001,5.3,15,16349,50
312,Storytelling,2001,6.9,50,16193,60
313,O Quarto do Filho,2001,7.4,73,16084,70
314,Made,2001,6.4,62,15902,60
315,Iris,2001,7.1,76,15881,70
316,Out Cold,2001,6.3,22,15495,60
317,Monkeybone,2001,4.7,40,15467,40
318,O Closet,2001,7.1,72,15286,70
319,Kissing Jessica Stein,2001,6.6,72,14976,60
320,Summer Catch,2001,5.0,21,14037,50
321,Pulse,2001,6.6,70,13826,60
322,What's the Worst That Could Happen?,2001,5.5,37,13716,50
323,A Vingança do Mosqueteiro,2001,4.7,27,13432,40
324,Son of the Bride,2001,7.8,68,13289,70
325,The Lord of the Rings: The Two Towers,2002,8.7,87,1282484,80
326,Catch Me If You Can,2002,8.1,75,672229,80
327,City of God,2002,8.6,79,616318,80
328,Spider-Man,2002,7.3,73,614674,70
329,The Pianist,2002,8.5,85,603464,80
330,Star Wars: Episode II - Attack of the Clones,2002,6.6,54,548886,60
331,Harry Potter and the Chamber of Secrets,2002,7.4,63,462501,70
332,The Bourne Identity,2002,7.9,68,460683,70
333,Minority Report,2002,7.7,80,452338,70
334,Ice Age,2002,7.5,60,379104,70
335,Gangs of New York,2002,7.5,72,357816,70
336,28 Days Later...,2002,7.6,73,334337,70
337,Signs,2002,6.7,59,303218,60
338,Men in Black II,2002,6.1,49,297815,60
339,The Ring,2002,7.1,57,287730,70
340,Equilibrium,2002,7.5,33,287727,70
341,Carga Explosiva,2002,6.8,51,261876,60
342,Insomnia,2002,7.2,78,245927,70
343,Phone Booth,2002,7.1,56,229850,70
344,Panic Room,2002,6.8,65,229581,60
345,Resident Evil,2002,6.7,33,224566,60
346,Dragão Vermelho,2002,7.2,60,224446,70
347,Road to Perdition,2002,7.7,72,222053,70
348,8 Mile,2002,7.1,77,217596,70
349,Chicago,2002,7.2,82,194364,70
350,Die Another Day,2002,6.1,56,185917,60
351,A Walk to Remember,2002,7.4,35,182112,70
352,Blade II: O Caçador de Vampiros,2002,6.7,52,179490,60
353,Austin Powers in Goldmember,2002,6.2,62,178293,60
354,Herói,2002,7.9,85,162082,70
355,xXx,2002,5.9,48,161410,50
356,Adaptation.,2002,7.7,83,160320,70
357,25th Hour,2002,7.7,67,159892,70
358,About a Boy,2002,7.1,75,155646,70
359,Lilo & Stitch,2002,7.2,73,141369,70
360,Bowling for Columbine,2002,8.0,72,132035,80
361,Punch-Drunk Love,2002,7.3,78,126399,70
362,Mr. Deeds,2002,5.8,24,122851,50
363,We Were Soldiers,2002,7.2,65,116894,70
364,Reign of Fire,2002,6.2,39,116640,60
365,The Count of Monte Cristo,2002,7.8,61,116128,70
366,The Scorpion King,2002,5.5,45,115991,50
367,About Schmidt,2002,7.2,85,115066,70
368,The Hours,2002,7.6,80,113187,70
369,John Q,2002,7.1,30,111260,70
370,Casamento Grego,2002,6.6,62,111089,60
371,The Time Machine,2002,5.9,42,110777,50
372,Infernal Affairs,2002,8.1,75,108750,80
373,One Hour Photo,2002,6.8,64,105611,60
374,Irreversible,2002,7.4,51,100786,70
375,Bend It Like Beckham,2002,6.7,66,97146,60
376,Van Wilder: Party Liaison,2002,6.4,26,96014,60
377,Two Weeks Notice,2002,6.1,42,95102,60
378,Talk to Her,2002,8.0,86,94636,80
379,The Sum of All Fears,2002,6.4,45,94142,60
380,Sweet Home Alabama,2002,6.2,45,92534,60
381,Treasure Planet,2002,7.1,60,85572,70
382,Ghost Ship,2002,5.5,28,83639,50
383,Scooby-Doo,2002,5.0,35,83016,50
384,The Hot Chick,2002,5.5,29,82235,50
385,Confessions of a Dangerous Mind,2002,7.1,67,77167,70
386,Analyze That,2002,5.9,37,75969,50
387,Maid in Manhattan,2002,5.1,45,75931,50
388,Secretary,2002,7.0,63,75077,70
389,Jackass: The Movie,2002,6.6,42,74551,60
390,Solaris,2002,6.2,65,73232,60
391,Frida,2002,7.4,61,71578,70
392,Unfaithful,2002,6.7,63,71083,60
393,The Tuxedo,2002,5.3,30,70406,50
394,The Mothman Prophecies,2002,6.5,52,69364,60
395,Cabin Fever,2002,5.6,56,68291,50
396,Collateral Damage,2002,5.5,33,66791,50
397,40 Days and 40 Nights,2002,5.6,53,65853,50
398,Star Trek: Nemesis,2002,6.4,51,65437,60
399,Changing Lanes,2002,6.5,69,62125,60
400,Windtalkers,2002,6.0,51,60829,60
401,Showtime,2002,5.5,32,56358,50
402,S1m0ne,2002,6.1,49,55394,60
403,Spirit: Stallion of the Cimarron,2002,7.1,52,54260,70
404,K-19: The Widowmaker,2002,6.7,58,54013,60
405,Sympathy for Mr. Vengeance,2002,7.7,56,53736,70
406,Spy Kids 2: Island of Lost Dreams,2002,5.1,66,52114,50
407,The Sweetest Thing,2002,5.1,32,50411,50
408,Queen of the Damned,2002,5.3,30,48219,50
409,Murder by Numbers,2002,6.1,50,48067,60
410,Eight Legged Freaks,2002,5.4,53,48012,50
411,Hart's War,2002,6.3,49,47342,60
412,Regras da Atração,2002,6.7,50,46832,60
413,I Spy,2002,5.4,35,45147,50
414,Orange County,2002,6.2,48,44031,60
415,Stuart Little 2,2002,5.5,66,43201,50
416,Bad Company,2002,5.6,37,42352,50
417,Bubba Ho-Tep,2002,7.1,57,41960,70
418,The Santa Clause 2,2002,5.6,48,41647,50
419,Kung Pow: Enter the Fist,2002,6.2,14,40665,60
420,The Good Girl,2002,6.5,71,40642,60
421,Far from Heaven,2002,7.4,84,39852,70
422,Lilya 4-Ever,2002,7.9,82,38782,70
423,Terra de Sonhos,2002,7.8,76,38492,70
424,Blood Work,2002,6.4,64,38128,60
425,Dirty Pretty Things,2002,7.4,78,37734,70
426,L'auberge espagnole,2002,7.3,65,36936,70
427,Encantadora de Baleias,2002,7.6,80,36838,70
428,Death to Smoochy,2002,6.4,38,36576,60
429,Narc,2002,7.2,70,36170,70
430,Crossroads,2002,3.4,27,36069,30
431,Ju-on: The Grudge,2002,6.7,48,35838,60
432,Enough,2002,5.7,25,34654,50
433,High Crimes,2002,6.3,48,34412,60
434,Spun,2002,6.8,41,34300,60
435,Dragonfly,2002,6.1,25,34142,60
436,Spider - Desafie Sua Mente,2002,6.8,83,32885,60
437,Big Fat Liar,2002,5.4,36,31688,50
438,Undercover Brother,2002,5.8,69,31428,50
439,The New Guy,2002,5.9,24,31132,50
440,Drumline,2002,5.7,63,31026,50
441,Halloween: Resurrection,2002,4.1,19,31023,40
442,Femme Fatale,2002,6.3,59,30932,60
443,Igby Goes Down,2002,7.0,72,30473,70
444,The Four Feathers,2002,6.5,49,30301,60
445,May,2002,6.7,58,29815,60
446,Antwone Fisher,2002,7.3,62,29532,70
447,24 Hour Party People,2002,7.4,85,29510,70
448,The Rookie,2002,7.0,72,29043,70
449,Boat Trip,2002,4.9,18,28547,40
450,The Salton Sea,2002,7.2,41,28093,70
451,Blue Crush,2002,5.7,61,27969,50
452,White Oleander,2002,7.2,61,27563,70
453,Barbershop,2002,6.3,66,27006,60
454,The Eye,2002,6.7,66,26348,60
455,8 Mulheres,2002,7.1,64,26199,70
456,Undisputed,2002,6.2,58,25845,60
457,The Quiet American,2002,7.1,84,25517,70
458,Geração Roubada,2002,7.5,80,25331,70
459,The Magdalene Sisters,2002,7.8,83,24115,70
460,Hollywood Ending,2002,6.6,46,23898,60
461,Rollerball,2002,3.0,14,23612,30
462,City by the Sea,2002,6.1,50,22816,60
463,Neve pra Cachorro,2002,5.1,29,22718,50
464,Friday After Next,2002,5.8,35,22648,50
465,The Adventures of Pluto Nash,2002,3.8,12,22019,30
466,Heaven,2002,7.1,68,21806,70
467,Bloody Sunday,2002,7.7,90,21525,70
468,Life or Something Like It,2002,5.8,31,21377,50
469,Trapped,2002,6.2,42,21289,60
470,The Importance of Being Earnest,2002,6.9,60,20539,60
471,O Samurai do Entardecer,2002,8.1,82,19959,80
472,The Man Without a Past,2002,7.7,84,19759,70
473,Eight Crazy Nights,2002,5.3,23,19737,50
474,The Master of Disguise,2002,3.3,12,19681,30
475,Tuck Everlasting,2002,6.7,66,19575,60
476,Below,2002,6.2,55,19379,60
477,Dark Blue,2002,6.6,57,18857,60
478,Big Trouble,2002,6.5,47,18633,60
479,Feardotcom,2002,3.3,16,18297,30
480,Darkness,2002,5.4,15,17797,50
481,Ballistic: Ecks vs. Sever,2002,3.6,19,17755,30
482,Swimfan,2002,5.0,29,17587,50
483,"Bem Me Quer, Mal Me Quer",2002,7.2,63,17430,70
484,Like Mike,2002,5.2,47,16959,50
485,Divine Secrets of the Ya-Ya Sisterhood,2002,6.0,48,16611,60
486,Arca Russa,2002,7.4,86,16550,70
487,Gerry,2002,6.2,54,16423,60
488,Roger Dodger,2002,7.0,75,16081,70
489,Peter Pan II: Return to Neverland,2002,5.8,49,15605,50
490,A Serviço de Sara,2002,5.3,18,15550,50
491,The Emperor's Club,2002,6.9,49,15493,60
492,Distante,2002,7.7,84,15026,70
493,Laurel Canyon,2002,6.4,61,14822,60
494,Dolls,2002,7.7,71,14560,70
495,The Guru,2002,5.4,47,14177,50
496,The Lord of the Rings: The Return of the King,2003,8.9,94,1418454,80
497,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,930334,80
498,Kill Bill: Vol. 1,2003,8.1,69,861893,80
499,Finding Nemo,2003,8.1,90,826021,80
500,The Matrix Reloaded,2003,7.2,62,463244,70
501,X-Men 2,2003,7.5,68,462262,70
502,Oldboy,2003,8.4,74,434149,80
503,The Matrix Revolutions,2003,6.7,47,401915,60
504,Big Fish,2003,8.0,58,380657,80
505,Mystic River,2003,8.0,84,376022,80
506,Love Actually,2003,7.6,55,364678,70
507,Lost in Translation,2003,7.8,89,361334,70
508,The Last Samurai,2003,7.7,55,356916,70
509,Terminator 3: Rise of the Machines,2003,6.3,66,338744,60
510,Bruce Almighty,2003,6.7,46,333791,60
511,The Italian Job,2003,7.0,68,313221,70
512,School of Rock,2003,7.1,82,234475,70
513,Underworld,2003,7.0,42,232898,70
514,Hulk,2003,5.7,54,232855,50
515,2 Fast 2 Furious,2003,5.9,38,221833,50
516,21 Grams,2003,7.7,70,207206,70
517,Identity,2003,7.3,64,201754,70
518,Old School,2003,7.1,54,199164,70
519,Bad Boys II,2003,6.6,38,198893,60
520,Daredevil,2003,5.3,42,192484,50
521,Anger Management,2003,6.2,52,186276,60
522,Master and Commander: The Far Side of the World,2003,7.4,81,184835,70
523,How to Lose a Guy in 10 Days,2003,6.4,45,182047,60
524,American Wedding,2003,6.3,43,177612,60
525,Elf,2003,6.9,64,174774,60
526,The League of Extraordinary Gentlemen,2003,5.8,30,153436,50
527,Once Upon a Time in Mexico,2003,6.4,56,141484,60
528,Final Destination 2,2003,6.2,38,135038,60
529,Cold Mountain,2003,7.2,73,128783,70
530,S.W.A.T.,2003,6.0,45,128702,60
531,Johnny English,2003,6.2,51,126832,60
532,Good Bye Lenin!,2003,7.7,68,125918,70
533,Scary Movie 3,2003,5.5,49,123888,50
534,Bad Santa,2003,7.1,70,123183,70
535,The Recruit,2003,6.6,56,121889,60
536,Dogville,2003,8.0,60,121134,80
537,Monster: Desejo Assassino,2003,7.3,74,120086,70
538,The Texas Chainsaw Massacre,2003,6.2,38,119209,60
539,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,117734,50
540,Matchstick Men,2003,7.3,61,115348,70
541,Freaky Friday,2003,6.2,70,110620,60
542,Charlie's Angels: Full Throttle,2003,4.9,48,109769,40
543,Tears of the Sun,2003,6.6,48,103334,60
544,Something's Gotta Give,2003,6.7,66,100196,60
545,Freddy vs. Jason,2003,5.8,37,99412,50
546,The Life of David Gale,2003,7.6,31,98604,70
547,Wrong Turn,2003,6.1,32,97771,60
548,Gothika,2003,5.8,38,97749,50
549,Paycheck,2003,6.3,43,96100,60
550,The Dreamers,2003,7.2,62,95856,70
551,Memories of Murder,2003,8.1,82,92786,80
552,Shanghai Knights,2003,6.2,58,90834,60
553,The Rundown,2003,6.7,59,90542,60
554,Cheaper by the Dozen,2003,5.8,46,84107,50
555,The Core,2003,5.5,48,83944,50
556,Runaway Jury,2003,7.1,61,83478,70
557,Intolerable Cruelty,2003,6.3,71,83267,60
558,Dreamcatcher,2003,5.5,35,82816,50
559,Irmão Urso,2003,6.8,48,82330,60
560,Elephant,2003,7.2,70,78031,70
561,Thirteen,2003,6.8,70,74216,60
562,"Spring, Summer, Fall, Winter... and Spring",2003,8.1,85,69320,80
563,Mona Lisa Smile,2003,6.5,45,68848,60
564,Holes,2003,7.0,71,67345,70
565,House of 1000 Corpses,2003,6.1,31,67086,60
566,Girl with a Pearl Earring,2003,6.9,72,66399,60
